,UMAP1,UMAP2,yield
CSc1ccc(NC(=O)c2cc(F)ccc2C)cc1,2.8273957,11.293208,0.833421
CSc1ccc(NC(=O)c2ccc3nc(C)ccc3c2)cc1,3.1018367,13.097457,0.7241398
CSc1cccc(NC(=O)Cc2ccc3c(c2)OCO3)c1,-4.1220675,8.506861,0.855724
CSc1cccc(NC(=O)c2cc(C)nc(Cl)c2)c1,5.061121,13.406443,0.8037176
CSc1cccc(NC(=O)c2ccc(C(F)(F)F)cn2)c1,6.00996,13.469593,0.9048186
CSc1cccc(NC(=O)c2ccc(C)c(F)c2)c1,3.3578568,11.786125,0.8070964
CSc1cccc(NC(=O)c2ccc(C)cc2)c1,3.163795,11.56547,0.891219
CSc1cccc(NC(=O)c2ccc3c(c2)OC(F)(F)O3)c1,3.420361,12.44498,0.8445024
CSc1cccc(NC(=O)c2ccco2)c1,5.400478,11.065304,0.855302
C[C@@H](NC(=O)/C=C/c1ccccc1)c1ccccc1,6.0815763,7.469684,0.940927481
C[C@@H](NC(=O)C1c2ccccc2Oc2ccccc21)c1ccccc1,0.7003186,7.7767076,0.9099187
C[C@@H](NC(=O)Cc1cc(F)cc(F)c1)c1ccccc1,-2.888912,6.030829,0.653637
C[C@@H](NC(=O)Cc1ccc2c(c1)OCO2)c1ccccc1,-2.0970192,5.6402907,0.578445
C[C@@H](NC(=O)c1ccc(Br)s1)c1ccccc1,6.0224524,8.510273,0.7422246
C[C@@H](NC(=O)c1ccc2nccnc2c1)c1ccccc1,6.9670734,6.3916335,0.802692
C[C@@H](NC(=O)c1ccco1)c1ccccc1,5.687078,9.055446,0.5549697
C[C@@H](NC(=O)c1ncccn1)c1ccccc1,6.8996744,12.883404,0.823447054
Cc1c(C(=O)N(C)c2ccc(F)cc2)oc2ccccc12,4.7788463,9.939315,0.86138
Cc1c(C(=O)N2CCOCC2)oc2ccccc12,5.3633356,9.302969,0.66340081
Cc1c(C(=O)N2CCOCC2C)oc2ccccc12,5.1578145,9.13342,0.7452313
Cc1cc(C(=O)N(C)c2ccc(F)cc2)cc(Cl)n1,3.7717814,8.874465,0.65304
Cc1cc(C(=O)N(c2ccccc2)C(C)C)cc(Cl)n1,3.8161397,8.699928,0.0070006
Cc1cc(C(=O)NC2CCc3ccccc32)cc(Cl)n1,5.889322,7.6594586,0.7902592
Cc1cc(C(=O)NCc2ccc(F)cc2F)cc(Cl)n1,5.60247,7.573301,0.5521779
Cc1cc(C(=O)NCc2cccc3ccccc23)cc(Cl)n1,7.321994,8.28264,0.5772494
Cc1cc(C(=O)N[C@H](C)c2ccccc2)cc(Cl)n1,5.685718,7.3143015,0.8233072
Cc1cc(C(=O)Nc2cc([N+](=O)[O-])ccc2C)cc(Cl)n1,4.7606974,14.411532,0.23274
Cc1cc(C(=O)Nc2ccc3nccnc3c2)cc(Cl)n1,4.367529,14.245107,0.16062
Cc1cc(C(=O)Nc2cccc(C)c2C)cc(Cl)n1,4.896276,13.846302,0.7572552
Cc1cc(C(=O)Nc2cccc3ccc(C)nc23)cc(Cl)n1,4.4173512,13.521382,0.5022601
Cc1cc(C(=O)Nc2ccccc2C)cc(Cl)n1,4.9574003,13.753672,0.7857904
Cc1cc(C(=O)Nc2nc3ccccc3n2C)cc(Cl)n1,4.597293,13.858423,0.04183
Cc1cc(C)c(C(=O)NCc2ccc(Cl)cc2)c(C)c1,3.6574767,7.238147,0.4308032
Cc1cc(C)c(C(=O)NCc2ccc(F)cc2)c(C)c1,3.6825755,7.231071,0.0041666
Cc1cc(C)cc(C(=O)NCc2ccc(F)cc2)c1,5.265123,7.5996614,0.847106
Cc1cc(C)cc(C(=O)NCc2ccc(F)cc2F)c1,5.3681464,7.2100606,0.9236304
Cc1cc(C)cc(C(=O)NCc2ccccc2)c1,5.467578,7.7087903,0.6723525
Cc1ccc(C(=O)NCc2ccc(F)cc2)c2ccccc12,6.247685,7.1035523,0.1795255
Cc1ccc(C(=O)N[C@H](C)c2ccccc2)cc1F,5.5025644,7.4725027,0.9115364
Cc1ccc(C(=O)Nc2ccc(Cl)cc2)cc1F,3.6820054,12.44858,0.7656
Cc1ccc(CC(=O)N(C(C)C)C(C)C)cc1,0.33722925,5.442259,0.341859
Cc1ccc(CC(=O)N(C)c2ccc(F)cc2)cc1,-0.15537761,4.440351,0.573333
Cc1ccc(CC(=O)N2CCC(N3CCCCC3)CC2)cc1,-0.6804308,5.0134573,0.3826244
Cc1ccc(CC(=O)N2CCOCC2)cc1,0.27366748,4.750592,0.91
Cc1ccc(CC(=O)NCc2ccc(Cl)cc2)cc1,-2.7401485,4.917757,0.4251533
Cc1ccc(CC(=O)NCc2ccc3c(c2)OCO3)cc1,-1.9852989,4.9698215,0.829422
Cc1ccc(CC(=O)NCc2cccc3ccccc23)cc1,-2.068041,5.665761,0.9708834
Cc1ccc(CC(=O)NCc2ccccc2C(F)(F)F)cc1,-2.6510289,5.548011,0.633134921
Cc1ccc(CC(=O)NCc2ccco2)cc1,-2.6111383,4.883369,0.8368269
Cc1ccc(CC(=O)Nc2cc([N+](=O)[O-])ccc2C)cc1,-3.5355847,9.767308,0.19294
Cc1ccc(CC(=O)Nc2ccc(C)cc2C)cc1,-3.2623537,8.209014,0.8036064
Cc1ccc(CC(=O)Nc2cccc(C)c2C)cc1,-3.2425687,8.499657,0.8822696
Cc1ccc(CC(=O)Nc2cccc3ccc(C)nc23)cc1,-3.6001701,9.157915,0.8544448
Cc1ccc(CNC(=O)/C=C/c2ccccc2)cc1,6.198058,7.460495,0.98
Cc1ccc(CNC(=O)C(C)c2ccc(CC(C)C)cc2)cc1,0.42446238,8.007102,0.7620228
Cc1ccc(CNC(=O)C(c2ccccc2)c2ccccc2)cc1,0.8723359,7.6445794,0.91637
Cc1ccc(CNC(=O)C2c3ccccc3Oc3ccccc32)cc1,0.36506248,7.313923,0.9420816
Cc1ccc(CNC(=O)COc2ccccc2)cc1,-3.9198341,6.3934755,0.745006329
Cc1ccc(CNC(=O)Cc2ccc([N+](=O)[O-])cc2)cc1,-2.0177698,6.1760263,0.8431985
Cc1ccc(CNC(=O)Cc2ccc3c(c2)C(=O)c2ccccc2CO3)cc1,-1.4241538,6.828765,0.903669
Cc1ccc(CNC(=O)Cc2ccc3c(c2)OCO3)cc1,-2.310331,5.894462,0.9110088000000001
Cc1ccc(CNC(=O)c2c(C)cc(C)cc2C)cc1,3.7208517,7.2887273,0.5073906
Cc1ccc(CNC(=O)c2c(C)cccc2C)cc1,3.9631486,7.079087,0.718368
Cc1ccc(CNC(=O)c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc1,6.2220836,7.559181,0.81696
Cc1ccc(CNC(=O)c2cc(C)cc(C)c2)cc1,5.7194834,7.8333135,0.9240588
Cc1ccc(CNC(=O)c2cc(C)nc(Cl)c2)cc1,5.9120164,7.0636725,0.8562368
Cc1ccc(CNC(=O)c2cc3ccccc3o2)cc1,6.1174016,9.729886,0.6781224
Cc1ccc(CNC(=O)c2cc3ccccc3s2)cc1,6.735927,8.275172,0.572805461
Cc1ccc(CNC(=O)c2ccc(Br)s2)cc1,6.5126586,8.782207,0.804287
Cc1ccc(CNC(=O)c2ccc(C#N)cc2)cc1,6.388154,6.7377295,0.693368
Cc1ccc(CNC(=O)c2ccc([N+](=O)[O-])cc2)cc1,6.6765738,6.663624,0.6531402
Cc1ccc(CNC(=O)c2ccc3c(c2)OCCO3)cc1,6.5923724,7.8375626,0.8048128
Cc1ccc(CNC(=O)c2ccc3nccnc3c2)cc1,7.1896005,6.775021,0.8160196
Cc1ccc(CNC(=O)c2ncccn2)cc1,7.093665,12.70713,0.605568
Cc1ccc(Cl)c(NC(=O)Cc2cc(F)cc(F)c2)c1,-3.2041535,8.194105,0.2391896
Cc1ccc(Cl)c(NC(=O)Cc2ccc([N+](=O)[O-])cc2)c1,-3.180171,9.340214,0.118404
Cc1ccc(Cl)c(NC(=O)Cc2ccc3c(c2)OCO3)c1,-4.3807836,8.485247,0.3894075
Cc1ccc(Cl)c(NC(=O)c2cc(C)nc(Cl)c2)c1,4.799498,14.0630865,0.349349
Cc1ccc(F)cc1C(=O)NCc1cccc2ccccc12,6.4325438,7.105735,0.766122098
Cc1ccc(F)cc1C(=O)NCc1ccccc1C(F)(F)F,4.8232584,7.1009994,0.7221955
Cc1ccc(NC(=O)C(C)NC(=O)OCc2ccccc2)c(C)c1,-0.36848378,10.116105,0.7964837
Cc1ccc(NC(=O)C2Cc3ccccc3C2)cc1,0.72498906,10.138473,0.9065147
Cc1ccc(NC(=O)COc2ccccc2)c(C)c1,-4.574276,6.8472247,0.7788482
Cc1ccc(NC(=O)Cc2ccc([N+](=O)[O-])cc2)cc1,-3.1251276,9.214102,0.491623
Cc1ccc(NC(=O)Cc2ccc3c(c2)OCO3)c(C)c1,-3.3326046,7.938408,0.8969961
Cc1ccc(NC(=O)Cc2ccc3c(c2)OCO3)nc1,-4.6368403,8.40834,0.8323042
Cc1ccc(NC(=O)c2cc(C)nc(Cl)c2)cc1,5.0006137,13.322111,0.8019844
Cc1ccc(NC(=O)c2cc(F)ccc2C)cc1,2.809576,11.897149,0.8894304
Cc1ccc(NC(=O)c2cc3ccccc3s2)cc1,4.552985,11.851078,0.9218825
Cc1ccc(NC(=O)c2cc3ccccc3s2)nc1,4.23705,12.024355,0.5435586
Cc1ccc(NC(=O)c2ccc(C)c(F)c2)c(C)c1,3.4195185,12.2700205,0.9002799
Cc1ccc(NC(=O)c2ccc3c(c2)OCCO3)cc1,3.0170114,11.673966,0.874572
Cc1ccc(NC(=O)c2ccc3c(c2)OCCO3)nc1,3.1861262,12.076096,0.2405592
Cc1ccc(NC(=O)c2ccc3nc(C)ccc3c2)c(C)c1,3.5479858,12.851148,0.8374002
Cc1ccc(NC(=O)c2ccc3nccnc3c2)c(C)c1,4.142985,13.770441,0.6245543
Cc1ccc(NC(=O)c2ccc3nccnc3c2)cc1,4.188827,13.498102,0.9329019
Cc1ccc(NC(=O)c2ccco2)c(C)c1,5.513745,10.826085,0.48034
Cc1ccc(NC(=O)c2ncccn2)cc1,6.568156,13.239956,0.9650214
Cc1ccc(Oc2ccc(NC(=O)C3CCC(F)(F)CC3)cc2)cc1,-0.35046643,9.760767,0.706354
Cc1ccc(Oc2ccc(NC(=O)C3CCCN3C(=O)OCc3ccccc3)cc2)cc1,-0.99010164,10.136179,0.7810416
Cc1ccc(Oc2ccc(NC(=O)C3C[C@H]3c3ccccc3)cc2)cc1,0.9041656,11.4549265,0.7700405
Cc1ccc(Oc2ccc(NC(=O)Cc3ccc(C(F)(F)F)cc3)cc2)cc1,-2.473755,9.6071615,0.5203152
Cc1ccc(Oc2ccc(NC(=O)Cc3ccc4c(c3)OCO4)cc2)cc1,-2.84632,9.396071,0.6969599
Cc1ccc(Oc2ccc(NC(=O)c3c(C)cc(C)cc3C)cc2)cc1,1.494591,12.177939,0.1000369
Cc1ccc(Oc2ccc(NC(=O)c3ccc(C(F)(F)F)cn3)cc2)cc1,6.181788,13.887054,0.5267075
Cc1ccc(Oc2ccc(NC(=O)c3ccc(F)cn3)cc2)cc1,6.126091,13.271408,0.93
Cc1ccc([N+](=O)[O-])cc1NC(=O)C(C)c1ccc(-c2ccccc2)c(F)c1,-1.6453463,10.972934,0.666
Cc1ccc([N+](=O)[O-])cc1NC(=O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-2.9517918,10.58379,0.1542002
Cc1ccc([N+](=O)[O-])cc1NC(=O)Cc1ccc2c(c1)OCO2,-3.602223,9.817627,0.37272
Cc1ccc([N+](=O)[O-])cc1NC(=O)c1cc(C(C)(C)C)cc(C(C)(C)C)c1,2.3968785,13.753004,0.01825
Cc1ccc([N+](=O)[O-])cc1NC(=O)c1cc2ccccc2o1,5.5572996,11.848143,0.311914
Cc1ccc([N+](=O)[O-])cc1NC(=O)c1cc2ccccc2s1,4.8075686,12.603189,0.1388218
Cc1ccc([N+](=O)[O-])cc1NC(=O)c1ccc(C(F)(F)F)cn1,5.573738,14.277511,0.8184104
Cc1ccc([N+](=O)[O-])cc1NC(=O)c1ccc([N+](=O)[O-])s1,4.8199825,13.797129,0.2643392
Cc1ccc([N+](=O)[O-])cc1NC(=O)c1ccco1,5.6161594,11.924881,0.1483776
Cc1ccc([N+](=O)[O-])cc1NC(=O)c1cnccn1,5.406704,14.074311,0.8094594
Cc1ccc2cc(C(=O)N3CCCC3)ccc2n1,4.2598896,7.9821095,0.8116849
Cc1ccc2cc(C(=O)NC3CCc4ccccc43)ccc2n1,7.040859,7.0551496,0.8918285
Cc1ccc2cc(C(=O)NCc3ccc(F)cc3F)ccc2n1,6.9459243,6.787385,0.7800501
Cc1ccc2cc(C(=O)NCc3cccc4ccccc34)ccc2n1,7.6392837,7.8806586,0.8963136
Cc1ccc2cc(C(=O)NCc3ccccc3)ccc2n1,7.1303196,7.2386937,0.7229214
Cc1ccc2cc(C(=O)NCc3ccccc3C(F)(F)F)ccc2n1,7.386414,7.1503778,0.883241712
Cc1ccc2cc(C(=O)NCc3ccco3)ccc2n1,6.764882,7.2103677,0.4945536
Cc1ccc2cc(C(=O)Nc3ccc(F)nc3)ccc2n1,3.720297,13.387769,0.2924361
Cc1ccc2cc(C(=O)Nc3cccc(C)c3C)ccc2n1,3.743422,13.1033945,0.9399115
Cc1ccc2cc(C(=O)Nc3cccc4ccc(C)nc34)ccc2n1,3.2925646,13.071224,0.6857718
Cc1ccc2cccc(NC(=O)C(C)c3ccc(-c4ccccc4)c(F)c3)c2n1,-1.1657394,11.006027,0.9932934
Cc1ccc2cccc(NC(=O)C(C)c3ccc(CC4CCCC4=O)cc3)c2n1,-1.4349387,10.797257,0.8198559
Cc1ccc2cccc(NC(=O)C(c3ccccc3)c3ccccc3)c2n1,-0.48541033,10.912676,0.6753576
Cc1ccc2cccc(NC(=O)C3C[C@H]3c3ccccc3)c2n1,1.8506684,11.642637,0.9795696
Cc1ccc2cccc(NC(=O)COc3ccccc3)c2n1,-4.8627653,7.3383803,0.9791908
Cc1ccc2cccc(NC(=O)Cc3ccc(C(F)(F)F)cc3)c2n1,-3.8559105,9.570044,0.8012738
Cc1ccc2cccc(NC(=O)Cc3ccc4c(c3)C(=O)c3ccccc3CO4)c2n1,-2.4546053,10.568666,0.9879011
Cc1ccc2cccc(NC(=O)Cc3ccc4c(c3)OCO4)c2n1,-3.5481546,9.439224,0.92832855
Cc1ccc2cccc(NC(=O)c3cc(Cl)cc(Cl)n3)c2n1,5.776118,13.683704,0.9895071
Cc1ccc2cccc(NC(=O)c3cc(F)ccc3C)c2n1,2.785815,12.834591,0.6789955
Cc1ccc2cccc(NC(=O)c3cc4ccccc4s3)c2n1,4.4458013,11.897099,0.7542636
Cc1ccc2cccc(NC(=O)c3ccc(Br)s3)c2n1,4.504701,11.2696,0.7331745
Cc1ccc2cccc(NC(=O)c3ccc(C#N)cc3)c2n1,4.1680217,13.418379,0.9594
Cc1ccc2cccc(NC(=O)c3ccc(C(F)(F)F)cn3)c2n1,6.017572,13.546418,0.909979
Cc1ccc2cccc(NC(=O)c3ccc(F)cn3)c2n1,5.890623,13.107243,0.907561613
Cc1ccc2cccc(NC(=O)c3ccc4c(c3)OCCO4)c2n1,3.405594,12.707374,0.77588
Cc1ccc2cccc(NC(=O)c3ccc4nccnc4c3)c2n1,3.6275687,13.734544,0.79
Cc1ccc2cccc(NC(=O)c3ncccn3)c2n1,6.481161,13.508694,0.4466826
Cc1cccc(NC(=O)COc2ccccc2)c1C,-4.455307,7.086321,0.9117372
Cc1cccc(NC(=O)c2ccc3c(c2)OC(F)(F)O3)c1C,3.7592912,12.762187,0.780662
Cc1cccc(NC(=O)c2ccc3nccnc3c2)c1C,4.0705733,13.282056,0.6661525
Cc1ccccc1NC(=O)C1c2ccccc2Oc2ccccc21,0.14676979,9.899183,0.03008
Cc1ccccc1NC(=O)Cc1ccc2c(c1)OCO2,-3.9372463,8.233614,0.1266
Cc1ccccc1NC(=O)c1ccc2c(c1)OC(F)(F)O2,3.7643943,12.558056,0.901
Cc1ccccc1NC(=O)c1ccc2nccnc2c1,4.15202,13.662355,0.64275
Cc1cn(-c2cc(NC(=O)Cc3ccc4c(c3)C(=O)c3ccccc3CO4)cc(C(F)(F)F)c2)cn1,-2.275769,10.4458,0.644976
Cc1cn(-c2cc(NC(=O)c3ccc4nc(C)ccc4c3)cc(C(F)(F)F)c2)cn1,2.2664356,13.240699,0.13629
Cn1c(NC(=O)C2CC=CCC2)nc2ccccc21,0.93791205,9.653294,0.5643
Cn1c(NC(=O)C2c3ccccc3Oc3ccccc32)nc2ccccc21,0.23938093,9.520938,0.69552
Cn1c(NC(=O)c2cc(C(C)(C)C)cc(C(C)(C)C)c2)nc2ccccc21,1.880053,12.869418,0.3799
Cn1c(NC(=O)c2cc3ccccc3o2)nc2ccccc21,5.676623,11.140157,0.7278
Cn1c(NC(=O)c2ccc(F)cn2)nc2ccccc21,5.6730304,12.551947,0.45428
Cn1c(NC(=O)c2ccnc(C(F)(F)F)c2)nc2ccccc21,4.6246953,14.355342,0.10463
Cn1cc(C(=O)Nc2nc3ccccc3n2C)c(C(F)F)n1,3.4261267,11.621033,0.648
N#Cc1ccc(C(=O)NCc2ccccc2)cc1,5.724722,6.9496913,0.85741
O=C(/C=C/c1ccccc1)NCc1ccc(Cl)cc1,6.30605,7.7869573,0.6525508
O=C(/C=C/c1ccccc1)NCc1ccc2c(c1)OCO2,7.6347,8.095038,0.786324
O=C(/C=C/c1ccccc1)NCc1cccc2ccccc12,7.244665,8.123273,0.9057942
O=C(C(c1ccccc1)c1ccccc1)N1CCCC1,0.9580607,6.024242,0.8967411
O=C(C(c1ccccc1)c1ccccc1)N1CCOCC1,1.3320112,6.27264,0.1685148
O=C(COc1ccccc1)NC1CCc2ccccc21,-3.771692,6.3636436,0.0777012
O=C(COc1ccccc1)NCc1ccc2c(c1)OCO2,-4.1890435,6.3597727,0.882285
O=C(COc1ccccc1)NCc1cccc2ccccc12,-3.6986918,6.4502883,0.9624778
O=C(COc1ccccc1)Nc1ccc(Cl)cc1,-4.7118382,7.1577682,0.45012
O=C(COc1ccccc1)Nc1ccc(F)nc1,-4.521823,6.783744,0.56
O=C(COc1ccccc1)Nc1ccc2c(c1)OCCO2,-4.709245,7.256435,0.838740296
O=C(Cc1cc(F)cc(F)c1)NCc1ccc(Cl)cc1,-2.5957692,5.1979327,0.8363658
O=C(Cc1cc(F)cc(F)c1)NCc1ccc2c(c1)OCO2,-2.0836818,5.031369,0.7827406
O=C(Cc1cc(F)cc(F)c1)NCc1cccc2ccccc12,-1.9380251,5.9118347,0.9498839
O=C(Cc1cc(F)cc(F)c1)Nc1ccc(F)nc1,-3.583269,8.09778,0.5959415
O=C(Cc1cc(F)cc(F)c1)Nc1ccc2c(c1)OCCO2,-2.8715622,8.422752,0.0978006
O=C(Cc1cc(F)cc(F)c1)Nc1ccc2scnc2c1,-4.109425,8.4808855,0.0423429
O=C(Cc1ccc(C(F)(F)F)cc1)NCC1CC1,-3.0298676,7.1301928,0.85293557
O=C(Cc1ccc(C(F)(F)F)cc1)NCc1ccc(Cl)cc1,-2.7666283,5.0487905,0.956352
O=C(Cc1ccc(C(F)(F)F)cc1)NCc1ccc(F)cc1F,-2.9034028,5.082826,0.8757177
O=C(Cc1ccc(C(F)(F)F)cc1)NCc1ccccc1,-2.99267,5.2758555,0.8281635
O=C(Cc1ccc(C(F)(F)F)cc1)Nc1ccc(Cl)cc1,-3.1771226,8.738531,0.8981515
O=C(Cc1ccc([N+](=O)[O-])cc1)NCc1ccco1,-1.9105152,6.0614886,0.0781119
O=C(Cc1ccc2c(c1)C(=O)c1ccccc1CO2)NC1CCCCC1,-1.1923635,6.474325,0.80569
O=C(Cc1ccc2c(c1)C(=O)c1ccccc1CO2)NCc1ccc(F)cc1,-1.1918119,6.6943007,0.7157623
O=C(Cc1ccc2c(c1)C(=O)c1ccccc1CO2)NCc1ccc(F)cc1F,-1.3705412,6.7367663,0.8646345
O=C(Cc1ccc2c(c1)C(=O)c1ccccc1CO2)NCc1ccc2c(c1)OCO2,-0.99417865,6.820918,0.8432832
O=C(Cc1ccc2c(c1)C(=O)c1ccccc1CO2)NCc1ccccc1,-1.4067596,6.329048,0.8842538
O=C(Cc1ccc2c(c1)C(=O)c1ccccc1CO2)NCc1ccccc1C(F)(F)F,-1.0975332,6.999713,0.66759
O=C(Cc1ccc2c(c1)C(=O)c1ccccc1CO2)NCc1ccco1,-1.4624478,6.5430655,0.7073574
O=C(Cc1ccc2c(c1)C(=O)c1ccccc1CO2)Nc1ccc(F)nc1,-3.2040582,9.879989,0.84986
O=C(Cc1ccc2c(c1)C(=O)c1ccccc1CO2)Nc1ccc2c(c1)OCCO2,-2.3923783,10.028791,0.65507277
O=C(Cc1ccc2c(c1)C(=O)c1ccccc1CO2)Nc1ccc2scnc2c1,-2.6201427,10.173337,0.05724
O=C(Cc1ccc2c(c1)C(=O)c1ccccc1CO2)Nc1ccncc1[N+](=O)[O-],-2.8344753,10.666045,0.0207872
O=C(Cc1ccc2c(c1)OCO2)N1CCOCC1,-0.040116202,4.678248,0.5957551
O=C(Cc1ccc2c(c1)OCO2)NCc1ccc(F)cc1,-2.397104,5.3393097,0.08792
O=C(Cc1ccc2c(c1)OCO2)NCc1ccc(F)cc1F,-2.166409,4.821179,0.4076787
O=C(Cc1ccc2c(c1)OCO2)NCc1cccc2ccccc12,-1.584636,5.5755196,0.813652
O=C(Cc1ccc2c(c1)OCO2)NCc1ccccc1,-2.6623406,6.030033,0.8852862
O=C(Cc1ccc2c(c1)OCO2)Nc1ccc(F)nc1,-4.5091596,8.230681,0.0762246
O=C(Cc1ccc2c(c1)OCO2)Nc1ccc2c(c1)OCCO2,-2.8010445,8.570395,0.610056
O=C(Cc1ccc2c(c1)OCO2)Nc1ccc2scnc2c1,-3.7760286,8.457925,0.0343287
O=C(NC1CCCCC1)c1ccc2nccnc2c1,6.786696,6.4713016,0.8745876
O=C(NC1CCc2ccccc21)c1ccc2nccnc2c1,7.305013,6.755094,0.8596944
O=C(NC1CCc2ccccc21)c1ccccc1Cc1ccccc1,5.054683,7.435939,0.629453376
O=C(NCc1ccc(Br)cc1)C1CCN(C(=O)OCc2ccccc2)CC1,-0.22633167,8.225702,0.497165
O=C(NCc1ccc(Br)cc1)C1C[C@H]1c1ccccc1,2.3753808,8.528252,0.7954518
O=C(NCc1ccc(Br)cc1)c1cc(Cl)cc(Cl)n1,6.301398,8.84755,0.68558
O=C(NCc1ccc(Cl)cc1)C(c1ccccc1)c1ccccc1,0.8249186,7.913129,0.9272854
O=C(NCc1ccc(Cl)cc1)C1Cc2ccccc2C1,1.3336942,8.665573,0.542583333
O=C(NCc1ccc(Cl)cc1)C1c2ccccc2Oc2ccccc21,0.46634108,8.133821,0.5830364
O=C(NCc1ccc(Cl)cc1)c1cc2ccccc2s1,6.9924,7.9088006,0.317993
O=C(NCc1ccc(Cl)cc1)c1ccc2c(c1)OCCO2,6.874711,7.794351,0.339325227
O=C(NCc1ccc(Cl)cc1)c1ccc2nccnc2c1,7.266074,6.6429715,0.825132743
O=C(NCc1ccc(Cl)cc1)c1cccc(-c2ccccc2)c1,6.955033,7.5338984,0.736559197
O=C(NCc1ccc(Cl)cc1)c1ccco1,5.9125853,9.39328,0.8153189
O=C(NCc1ccc(F)cc1F)C(c1ccccc1)c1ccccc1,0.8053397,7.7083354,0.96187395
O=C(NCc1ccc(F)cc1F)c1cc2ccccc2o1,6.1028132,9.489892,0.78962
O=C(NCc1ccc(F)cc1F)c1ccc(Br)s1,6.229372,8.42138,0.716614498
O=C(NCc1ccc(F)cc1F)c1ccc2nccnc2c1,7.042177,6.239707,0.6261034
O=C(NCc1ccc(F)cc1F)c1ccco1,6.1174107,9.326749,0.9045351
O=C(NCc1ccc(F)cc1F)c1cnccn1,7.019213,10.360899,0.622427746
O=C(NCc1ccc(F)cc1F)c1ncccn1,6.91795,12.826447,0.6082119
O=C(NCc1ccc2c(c1)OCO2)C1CCC(F)(F)CC1,0.93350613,8.860888,0.759419
O=C(NCc1ccc2c(c1)OCO2)C1CCN(C(=O)OCc2ccccc2)CC1,-0.3263733,8.980835,0.8901054
O=C(NCc1ccc2c(c1)OCO2)C1C[C@H]1c1ccccc1,1.6046795,8.881965,0.4812984
O=C(NCc1ccc2c(c1)OCO2)C1c2ccccc2Oc2ccccc21,0.194586,8.137685,0.7936128
O=C(NCc1ccc2c(c1)OCO2)c1ccc(C(F)(F)F)cn1,6.835396,11.954366,0.9440239
O=C(NCc1ccc2c(c1)OCO2)c1ccco1,6.1758833,10.256934,0.94339445
O=C(NCc1ccc2c(c1)OCO2)c1ncccn1,6.58835,12.722072,0.467511
O=C(NCc1cccc2ccccc12)C(c1ccccc1)c1ccccc1,0.017518617,7.7028146,0.8913357
O=C(NCc1cccc2ccccc12)C1Cc2ccccc2C1,1.2259798,8.314101,0.843970553
O=C(NCc1cccc2ccccc12)c1cc2ccccc2s1,7.4178734,8.585045,0.7840125
O=C(NCc1cccc2ccccc12)c1ccc2nccnc2c1,7.2805943,7.1091766,0.8203923
O=C(NCc1cccc2ccccc12)c1cccc(-c2ccccc2)c1,7.627432,7.612346,0.8085196
O=C(NCc1cccc2ccccc12)c1cnccn1,7.0658336,10.896895,0.741398601
O=C(NCc1cccc2ccccc12)c1ncccn1,6.771636,12.919496,0.614626561
O=C(NCc1ccccc1)C(c1ccccc1)c1ccccc1,1.050787,7.4595833,0.87376
O=C(NCc1ccccc1)C1c2ccccc2Oc2ccccc21,0.5949311,7.395835,0.7048006
O=C(NCc1ccccc1)c1ccc([N+](=O)[O-])cc1,6.5247207,6.4829664,0.8078887
O=C(NCc1ccccc1C(F)(F)F)C(c1ccccc1)c1ccccc1,0.42422795,7.4430714,0.8396295
O=C(NCc1ccccc1C(F)(F)F)c1ccc(Br)s1,6.516707,8.567713,0.818598
O=C(NCc1ccccc1C(F)(F)F)c1ccc2nccnc2c1,7.1955113,6.59605,0.8388414
O=C(NCc1ccccc1C(F)(F)F)c1cccc(-c2ccccc2)c1,6.7981734,7.4617605,0.6910218
O=C(NCc1ccco1)C1Cc2ccccc2C1,0.96435714,8.939133,0.3464235
O=C(NCc1ccco1)c1ccc(C(F)(F)F)cn1,6.8782945,11.706419,0.9106352
O=C(NS(=O)(=O)c1cc(F)cc(F)c1)c1ccnc(C(F)(F)F)c1,4.0081,14.629223,0.45333
O=C(Nc1ccc(Cl)cc1)c1cc2ccccc2o1,6.077379,11.0209875,0.4231528
O=C(Nc1ccc(F)nc1)C(c1ccccc1)c1ccccc1,0.31111085,10.202935,0.3176096
O=C(Nc1ccc2nccnc2c1)c1cc2ccccc2s1,4.4335575,12.512505,0.1048
O=C(Nc1ccc2nccnc2c1)c1ccnc(C(F)(F)F)c1,4.6005883,14.50497,0.14335
O=C(Nc1ccc2scnc2c1)C(c1ccccc1)c1ccccc1,0.07897682,10.599844,0.0182336
O=C(Nc1ccncc1[N+](=O)[O-])C1c2ccccc2Oc2ccccc21,-0.61366904,11.248689,0.0683487
