,amine_E,amine_ES_root_dipole,amine_ES_root_electronic_spatial_extent,amine_ES_root_molar_volume,amine_E_scf,amine_E_thermal_correction,amine_E_zpe,amine_G,amine_G_thermal_correction,amine_H,amine_H_thermal_correction,amine_charge,amine_dipole,amine_electronegativity,amine_electronic_spatial_extent,amine_hardness,amine_homo_energy,amine_lumo_energy,amine_molar_mass,amine_molar_volume,amine_number_of_atoms,amine_zero_point_correction,amine_N1_APT_charge,amine_N1_ES_root_Mulliken_charge,amine_N1_ES_root_NPA_Rydberg,amine_N1_ES_root_NPA_charge,amine_N1_ES_root_NPA_core,amine_N1_ES_root_NPA_total,amine_N1_ES_root_NPA_valence,amine_N1_Mulliken_charge,amine_N1_NMR_anisotropy,amine_N1_NMR_shift,amine_N1_NPA_Rydberg,amine_N1_NPA_charge,amine_N1_NPA_core,amine_N1_NPA_total,amine_N1_NPA_valence,amine_N1_VBur,acid_E,acid_ES_root_dipole,acid_ES_root_electronic_spatial_extent,acid_ES_root_molar_volume,acid_E_scf,acid_E_thermal_correction,acid_E_zpe,acid_G,acid_G_thermal_correction,acid_H,acid_H_thermal_correction,acid_charge,acid_dipole,acid_electronegativity,acid_electronic_spatial_extent,acid_hardness,acid_homo_energy,acid_lumo_energy,acid_molar_mass,acid_molar_volume,acid_number_of_atoms,acid_zero_point_correction,acid_C1_APT_charge,acid_C1_ES_root_Mulliken_charge,acid_C1_ES_root_NPA_Rydberg,acid_C1_ES_root_NPA_charge,acid_C1_ES_root_NPA_core,acid_C1_ES_root_NPA_total,acid_C1_ES_root_NPA_valence,acid_C1_Mulliken_charge,acid_C1_NMR_anisotropy,acid_C1_NMR_shift,acid_C1_NPA_Rydberg,acid_C1_NPA_charge,acid_C1_NPA_core,acid_C1_NPA_total,acid_C1_NPA_valence,acid_C1_VBur,acid_C2_APT_charge,acid_C2_ES_root_Mulliken_charge,acid_C2_ES_root_NPA_Rydberg,acid_C2_ES_root_NPA_charge,acid_C2_ES_root_NPA_core,acid_C2_ES_root_NPA_total,acid_C2_ES_root_NPA_valence,acid_C2_Mulliken_charge,acid_C2_NMR_anisotropy,acid_C2_NMR_shift,acid_C2_NPA_Rydberg,acid_C2_NPA_charge,acid_C2_NPA_core,acid_C2_NPA_total,acid_C2_NPA_valence,acid_C2_VBur,acid_O1_APT_charge,acid_O1_ES_root_Mulliken_charge,acid_O1_ES_root_NPA_Rydberg,acid_O1_ES_root_NPA_charge,acid_O1_ES_root_NPA_core,acid_O1_ES_root_NPA_total,acid_O1_ES_root_NPA_valence,acid_O1_Mulliken_charge,acid_O1_NMR_anisotropy,acid_O1_NMR_shift,acid_O1_NPA_Rydberg,acid_O1_NPA_charge,acid_O1_NPA_core,acid_O1_NPA_total,acid_O1_NPA_valence,acid_O1_VBur,acid_O2_APT_charge,acid_O2_ES_root_Mulliken_charge,acid_O2_ES_root_NPA_Rydberg,acid_O2_ES_root_NPA_charge,acid_O2_ES_root_NPA_core,acid_O2_ES_root_NPA_total,acid_O2_ES_root_NPA_valence,acid_O2_Mulliken_charge,acid_O2_NMR_anisotropy,acid_O2_NMR_shift,acid_O2_NPA_Rydberg,acid_O2_NPA_charge,acid_O2_NPA_core,acid_O2_NPA_total,acid_O2_NPA_valence,acid_O2_VBur
Cc1ccc2cccc(N)c2n1.O=C(O)c1c[nH]c2ncccc12,-495.665637,4.9351,1982.2722,1312.559,-495.847119508,0.190566,-495.675542,-495.710632,0.14557,-495.664693,0.19151,0.0,1.2553,0.119435,1991.7905,0.077865,-0.1973,-0.04157,158.2024,1137.551,22.0,0.180661,-0.736742,-0.003146,0.01057,-0.66326,1.99925,7.66326,5.65344,-0.095204,50.4491,201.4408,0.01077,-0.80521,1.99926,7.80521,5.79518,0.39938640654499685,-567.4460137924966,3.6416176830204883,1935.918731151668,1269.0581733735535,-567.5861725582589,0.1439688120570775,-567.4547708900114,-567.4891372357546,0.10084596277054629,-567.445069386468,0.14491321808561625,0.0,1.8238623513405647,0.1455553014269376,1942.0726070604878,0.09878386515984895,-0.24433916658678653,-0.04677143626708864,162.1476,1208.5946113521009,18.0,0.1352117145422363,-0.40061984270466444,-0.06553162404391143,0.02130248228310016,-0.0693487064266714,1.9988,6.069348706426672,4.049250284428959,-0.12166005133272997,99.05984142143473,85.75126969435081,0.019584290844725766,-0.2586594510157453,1.99878,6.258659451015745,4.240295160171019,0.6373706194988948,1.3728031510968934,0.2094679644703442,0.050494290844725766,0.8010031749196762,1.9992199999999998,5.198996825080323,3.14928847395021,0.20886761824791228,80.83193867746436,35.367148889057944,0.05129835113011328,0.8410403722945368,1.9991940602853875,5.158959627705463,3.108467216289962,0.511299424769893,-0.8076555665193332,-0.21754572778280737,0.01030248228310016,-0.5859440073743283,1.99973,8.585944007374327,6.57590746480584,-0.24631813144055528,490.41831826759017,-34.650631313964084,0.010073758858449917,-0.6245019682533645,1.99973,8.624501968253364,6.6146982093949145,0.3855816650087951,-0.7494107701240791,-0.1987927042922239,0.009816542568487682,-0.7023585089047295,1.9997,8.70235850890473,6.692836026621629,-0.20846861238166953,177.22511284046018,156.84527038575743,0.009646542568487682,-0.7123417197374861,1.9997,8.712341719737486,6.70299111688361,0.39199042880964663
Cc1ccc2cccc(N)c2n1.O=C(O)c1cc(Cl)cc(Cl)n1,-495.665637,4.9351,1982.2722,1312.559,-495.847119508,0.190566,-495.675542,-495.710632,0.14557,-495.664693,0.19151,0.0,1.2553,0.119435,1991.7905,0.077865,-0.1973,-0.04157,158.2024,1137.551,22.0,0.180661,-0.736742,-0.003146,0.01057,-0.66326,1.99925,7.66326,5.65344,-0.095204,50.4491,201.4408,0.01077,-0.80521,1.99926,7.80521,5.79518,0.39938640654499685,-1355.1246477336329,2.138671031558749,2574.496701663489,1341.7274388200099,-1355.2157797744117,0.09457534538339805,-1355.134022698948,-1355.1703661809952,0.0488577945771918,-1355.123703630189,0.09551934538339805,0.0,1.2289420753285163,0.18802896372769567,2580.8107688496934,0.10344172142203223,-0.2914706851497279,-0.08458724230566342,192.0012,1301.9631771434797,14.0,0.0852012766242049,0.1436450205256728,-0.1341404383483137,0.028381730580295597,-0.005896862487195154,1.9987910344406514,6.0058968624871945,3.9787240974662477,-0.09578680583923543,136.76652661227297,45.59852926262196,0.027158964338246556,0.11710276257874369,1.9988399999999997,5.882897237421256,3.856907238642358,0.6170384763899989,1.232724373829488,0.22258750612504397,0.050203109427463886,0.7544406912552368,1.9993210344406516,5.245559308744762,3.196035164876647,0.23738975453063485,81.47425970245676,34.02998186663856,0.05328551660977494,0.8335789802125697,1.9993110344406513,5.166421019787429,3.1138244687370036,0.5001302194196835,-0.7606228590402029,-0.14016698689514076,0.010771376404964728,-0.4486747874445684,1.99973,8.448674787444569,6.438174445480255,-0.22140691215813038,540.9074698289439,-49.35380642697055,0.010439308744763183,-0.6030556973328385,1.9997289655593482,8.603055697332838,6.592887423028726,0.3781005941741732,-0.7241548419782666,-0.149776437487961,0.009817933560900235,-0.6490706021148068,1.9996831033219549,8.649070602114806,6.639570599672603,-0.15930615061766404,149.2732217806851,153.6456644742422,0.010180692476338597,-0.674990169788962,1.999682068881303,8.67499016978896,6.665128442871971,0.3722954442660142
Cc1ccc2cccc(N)c2n1.O=C(O)c1cc2ccccc2o1,-495.665637,4.9351,1982.2722,1312.559,-495.847119508,0.190566,-495.675542,-495.710632,0.14557,-495.664693,0.19151,0.0,1.2553,0.119435,1991.7905,0.077865,-0.1973,-0.04157,158.2024,1137.551,22.0,0.180661,-0.736742,-0.003146,0.01057,-0.66326,1.99925,7.66326,5.65344,-0.095204,50.4491,201.4408,0.01077,-0.80521,1.99926,7.80521,5.79518,0.39938640654499685,-571.242248,6.623,2182.9721,1185.255,-571.380108841,0.142449,-571.251057,-571.28566,0.099037,-571.241304,0.143393,0.0,2.9031,0.157095,2200.6821,0.09246499999999999,-0.24956,-0.06463,162.1446,1315.145,18.0,0.13364,-0.115843,0.054403,0.03166,0.19592,1.99871,5.80408,3.77371,0.066988,82.3214,48.9088,0.03022,0.19712,1.99869,5.80288,3.77397,0.5997482693517936,1.496753,0.132842,0.05185,0.69876,1.99927,5.30124,3.25012,0.206644,75.2225,40.3827,0.0495,0.80294,1.99924,5.19706,3.14831,0.48757079924480806,-0.82487,-0.264582,0.01138,-0.64865,1.99973,8.64865,6.63753,-0.208312,546.4044,-51.2015,0.01074,-0.58604,1.99973,8.58604,6.57558,0.3585588420390183,-0.789933,-0.229223,0.01012,-0.73081,1.9997,8.73081,6.72098,-0.202126,173.5558,160.0138,0.00981,-0.70495,1.9997,8.70495,6.69544,0.37853996224040276
Cc1ccc2cccc(N)c2n1.O=C(O)c1cc2ccccc2s1,-495.665637,4.9351,1982.2722,1312.559,-495.847119508,0.190566,-495.675542,-495.710632,0.14557,-495.664693,0.19151,0.0,1.2553,0.119435,1991.7905,0.077865,-0.1973,-0.04157,158.2024,1137.551,22.0,0.180661,-0.736742,-0.003146,0.01057,-0.66326,1.99925,7.66326,5.65344,-0.095204,50.4491,201.4408,0.01077,-0.80521,1.99926,7.80521,5.79518,0.39938640654499685,-894.2649218071781,4.82639542673877,2437.5263500176125,1267.87349326524,-894.3998668730251,0.1397856414972384,-894.2742853693725,-894.309673677901,0.09503320857980464,-894.263977807178,0.1407296414972384,0.0,2.435371564642348,0.15442984788981792,2452.791670512588,0.08592900598168321,-0.24035885387150113,-0.06850084190813473,178.2052,1413.8577592907545,18.0,0.13042207930274283,-0.29361782518944124,-0.025851487895213097,0.021109999999999997,-0.3462128248085644,1.9987731341651322,6.346212824808564,4.326329690643432,-0.02237146120126298,100.68391216421713,59.240084399732396,0.021460695266015475,-0.3266105704961475,1.998778756110088,6.326610570496147,4.306376741064999,0.6366327573166166,1.4678074793137639,0.1723325169091319,0.05452492667894037,0.7420119230835976,1.9991712438899116,5.257988076916402,3.2042919063475503,0.23069828105538498,80.05318628828451,36.94847120020628,0.05279179251380792,0.8317960348628584,1.9991456219449557,5.168203965137141,3.1162665506783775,0.5042675250143438,-0.8353648129115698,-0.2745650180604393,0.010836268330264905,-0.6588743992635775,1.99973,8.658874399263578,6.648308130933312,-0.22719315037020554,507.13353530550967,-42.99527982586244,0.010258804990794719,-0.6045635142746582,1.99973,8.604563514274657,6.594579087338907,0.3729370407780734,-0.7779185106793154,-0.22083277514875044,0.010089451376103776,-0.730087713542924,1.9996999999999998,8.730087713542924,6.720302640221863,-0.19330314213492542,171.20386632714536,156.53139938335116,0.00991940249539736,-0.7033015590464013,1.9996899999999997,8.703301559046402,6.693682156551004,0.3834055357658607
Cc1ccc2cccc(N)c2n1.O=C(O)c1ccc(-c2ccccc2)cc1,-495.665637,4.9351,1982.2722,1312.559,-495.847119508,0.190566,-495.675542,-495.710632,0.14557,-495.664693,0.19151,0.0,1.2553,0.119435,1991.7905,0.077865,-0.1973,-0.04157,158.2024,1137.551,22.0,0.180661,-0.736742,-0.003146,0.01057,-0.66326,1.99925,7.66326,5.65344,-0.095204,50.4491,201.4408,0.01077,-0.80521,1.99926,7.80521,5.79518,0.39938640654499685,-650.682403,8.3133,4343.0419,1468.0445,-650.8899683695,0.209772,-650.694081,-650.732983,0.159192,-650.681459,0.210716,0.0,2.2413,0.15592499999999998,4360.86495,0.093175,-0.2491,-0.06275,198.2208,1651.5495,25.0,0.198094,-0.353868,-0.113953,0.02133,-0.16354,1.99879,6.16354,4.14341,-0.123472,157.5145,66.9182,0.01807,-0.18834,1.99878,6.18834,4.17149,0.639159848961611,1.446072,0.187776,0.05419,0.77004,1.99925,5.22996,3.17652,0.239121,81.9107,32.8084,0.05307,0.84651,1.99923,5.15349,3.10119,0.512114537444934,-0.843604,-0.271992,0.0108,-0.65141,1.99973,8.65141,6.64088,-0.237451,531.0134,-42.1421,0.01017,-0.6141,1.99973,8.6141,6.60421,0.37712397734424163,-0.785276,-0.216484,0.00986,-0.72342,1.9997,8.72342,6.71386,-0.199468,165.1224,157.9205,0.00962,-0.70693,1.99969,8.70693,6.69762,0.38719320327249845
Cc1ccc2cccc(N)c2n1.O=C(O)c1ccc(Br)s1,-495.665637,4.9351,1982.2722,1312.559,-495.847119508,0.190566,-495.675542,-495.710632,0.14557,-495.664693,0.19151,0.0,1.2553,0.119435,1991.7905,0.077865,-0.1973,-0.04157,158.2024,1137.551,22.0,0.180661,-0.736742,-0.003146,0.01057,-0.66326,1.99925,7.66326,5.65344,-0.095204,50.4491,201.4408,0.01077,-0.80521,1.99926,7.80521,5.79518,0.39938640654499685,-3314.292221205339,3.837583601514373,2443.6970746680227,1099.612811335462,-3314.3698438156553,0.08113360654643953,-3314.300466681825,-3314.3355389117987,0.037815900086802856,-3314.2912772053396,0.08207760654643953,0.0,1.3922558364803281,0.16345662015624515,2480.8089480729072,0.09461102497829929,-0.25806764513454444,-0.06884559517794585,207.04150000000004,986.1436995669396,12.000000000000002,0.072888130060762,-0.35465196383459385,-0.0024349352611518368,0.023284819982639433,-0.2589644926606633,1.9988075900086804,6.258964492660664,4.236872082669343,-0.04603200399682157,99.54508675875228,59.907573305727695,0.02075210508246271,-0.35823742806429654,1.9987975900086805,6.358237428064298,4.338687732973154,0.6357933445295673,1.4442386049528642,0.18586701259929572,0.05349066494357815,0.7450236037804201,1.99916620499566,5.254976396219581,3.202315731276002,0.23280752801639903,78.3341669277408,39.09127775596471,0.05300686993923802,0.8289087837977807,1.99914620499566,5.17109121620222,3.118944346262982,0.5032337956589319,-0.8299017325131166,-0.24922498917566666,0.011152465117183846,-0.6260014005597225,1.9997300000000005,8.626001400559725,6.615118935442539,-0.22830854128288375,495.9955149383479,-34.511258438620516,0.010269335056421853,-0.6052220689365092,1.9997300000000005,8.60522206893651,6.5952289388757475,0.37218305872666746,-0.7657605949513411,-0.20776910423388692,0.010270360034721142,-0.7162095073004315,1.9997000000000003,8.716209507300434,6.706239147265712,-0.19634520620700924,169.8139713533206,159.11372416405558,0.009924515073782423,-0.7053556020443631,1.9996900000000002,8.705355602044364,6.695737291966241,0.3829927597393602
Cc1ccc2cccc(N)c2n1.O=C(O)c1ccc(C(F)(F)F)cn1,-495.665637,4.9351,1982.2722,1312.559,-495.847119508,0.190566,-495.675542,-495.710632,0.14557,-495.664693,0.19151,0.0,1.2553,0.119435,1991.7905,0.077865,-0.1973,-0.04157,158.2024,1137.551,22.0,0.180661,-0.736742,-0.003146,0.01057,-0.66326,1.99925,7.66326,5.65344,-0.095204,50.4491,201.4408,0.01077,-0.80521,1.99926,7.80521,5.79518,0.39938640654499685,-772.6283813926051,1.9840795751726297,2843.4598264062665,1188.6479287238396,-772.7434943071248,0.12023064767336392,-772.6389428243558,-772.6779376853636,0.07067344920740387,-772.6274373926051,0.12117464767336392,0.0,1.1345914912199944,0.18542007387016848,2902.314532036968,0.1010945899383012,-0.2865146638084697,-0.08432548393186728,191.1093,1203.84702116359,17.0,0.10966831021515583,0.0854577020574288,-0.12646330887834478,0.027699131888414115,-0.02316513291146073,1.9988209429256976,6.02316513291146,3.9966450580973496,-0.097501232742713,152.04083679699949,43.6166550131836,0.027052630216737882,0.10799196066550636,1.99886,5.8920080393344945,3.866095409117756,0.6163928265775553,1.2332934103997242,0.20734787107736113,0.05206200959763765,0.7647002216105054,1.999331885851395,5.235299778389495,3.1838958829404627,0.2351874650988785,81.8854302715804,33.01338331677523,0.053425086811158595,0.8312416632969464,1.9993109429256974,5.168758336703054,3.116021364040501,0.4998561377366084,-0.7611403646769994,-0.20369718689052715,0.010732630216737885,-0.5558004549438453,1.999729057074303,8.555800454943846,6.545330653504201,-0.22540251666508004,540.8968318189943,-49.85672026003482,0.010407717027896474,-0.6061382233401844,1.999729057074303,8.606138223340185,6.596000506312288,0.37779722847715547,-0.7240690546596025,-0.1765548233813261,0.009913970263144,-0.6808195666139376,1.9996818858513947,8.680819566613938,6.671224653425097,-0.1606266215720136,149.79227812113328,153.2143645919424,0.010195881052576,-0.6756780298950632,1.9996818858513947,8.675678029895064,6.66579120591679,0.3720899454859069
Cc1ccc2cccc(N)c2n1.O=C(O)c1ccc(F)cn1,-495.665637,4.9351,1982.2722,1312.559,-495.847119508,0.190566,-495.675542,-495.710632,0.14557,-495.664693,0.19151,0.0,1.2553,0.119435,1991.7905,0.077865,-0.1973,-0.04157,158.2024,1137.551,22.0,0.180661,-0.736742,-0.003146,0.01057,-0.66326,1.99925,7.66326,5.65344,-0.095204,50.4491,201.4408,0.01077,-0.80521,1.99926,7.80521,5.79518,0.39938640654499685,-535.1781056187618,0.9595168405551041,1523.2687498559048,1000.6327168700101,-535.2789360949263,0.10423515907901444,-535.1858652324022,-535.2191125457616,0.06322913391673747,-535.1771616187618,0.10517915907901444,0.0,1.3960423535542688,0.17251298378929486,1546.4738722009631,0.10720323043896918,-0.27971621422826404,-0.06530975335032568,141.1015,977.7850865001395,14.0,0.09647554543868593,-0.04418577895780214,-0.12676806830586274,0.027766068524497284,-0.03252520450863804,1.998820981625602,6.032525204508637,4.005938154358539,-0.11179517992183573,145.20405667969416,50.72958702361938,0.026454540640045317,0.07709471941093173,1.99885,5.9229052805890685,3.897600739949023,0.6174524168655257,1.255985489591617,0.194557244834891,0.05211920709147553,0.7466585168734072,1.9993219632512038,5.253341483126593,3.20190834953271,0.23316902126196576,82.50021872534677,33.35196298850191,0.053563742758425376,0.8309647144378363,1.9993109816256018,5.169035285562163,3.1161605611781367,0.4983986861670586,-0.7710634229781927,-0.20678749842877434,0.010787485516850756,-0.5524850988501854,1.9997290183743983,8.552485098850186,6.541967613333335,-0.23267036713112366,525.6995368254893,-42.4009161779669,0.01035024664967432,-0.6136728155763234,1.9997290183743983,8.613672815576324,6.603593550552251,0.3772851113369864,-0.7237490921246109,-0.17823446603341908,0.009973496108751059,-0.6800530560294543,1.9996909816256019,8.680053056029454,6.6703975966695,-0.1651376601948464,150.87614483964924,154.19516577524783,0.010173249459076739,-0.678893195015577,1.9996819632512035,8.678893195015577,6.669028963930899,0.37243111350888564
Cc1ccc2cccc(N)c2n1.O=C(O)c1ccc([N+](=O)[O-])cc1,-495.665637,4.9351,1982.2722,1312.559,-495.847119508,0.190566,-495.675542,-495.710632,0.14557,-495.664693,0.19151,0.0,1.2553,0.119435,1991.7905,0.077865,-0.1973,-0.04157,158.2024,1137.551,22.0,0.180661,-0.736742,-0.003146,0.01057,-0.66326,1.99925,7.66326,5.65344,-0.095204,50.4491,201.4408,0.01077,-0.80521,1.99926,7.80521,5.79518,0.39938640654499685,-624.253099,1.5051,2431.9774,1228.201,-624.378456968,0.129056,-624.262671,-624.299058,0.083096,-624.252155,0.13,0.0,3.7107,0.20586,2472.4858,0.09756999999999999,-0.30343,-0.10829,167.1208,1412.432,17.0,0.119484,-0.159619,-0.123684,0.01851,-0.19614,1.99879,6.19614,4.17884,-0.103762,164.8893,60.5194,0.01801,-0.1601,1.99879,6.1601,4.1433,0.6386091881686595,1.305575,0.236911,0.05336,0.84159,1.99925,5.15841,3.1058,0.246656,80.4757,33.9633,0.05298,0.84774,1.99925,5.15226,3.10004,0.5106985525487728,-0.773272,-0.235711,0.01031,-0.61482,1.99972,8.61482,6.60478,-0.222752,551.6388,-53.7511,0.0103,-0.60021,1.99973,8.60021,6.59019,0.37838263058527377,-0.74956,-0.197976,0.00965,-0.70765,1.99969,8.70765,6.6983,-0.192524,160.8165,156.6741,0.00965,-0.70213,1.99969,8.70213,6.69278,0.3876651982378855
Cc1ccc2cccc(N)c2n1.O=C(O)c1ccc([N+](=O)[O-])s1,-495.665637,4.9351,1982.2722,1312.559,-495.847119508,0.190566,-495.675542,-495.710632,0.14557,-495.664693,0.19151,0.0,1.2553,0.119435,1991.7905,0.077865,-0.1973,-0.04157,158.2024,1137.551,22.0,0.180661,-0.736742,-0.003146,0.01057,-0.66326,1.99925,7.66326,5.65344,-0.095204,50.4491,201.4408,0.01077,-0.80521,1.99926,7.80521,5.79518,0.39938640654499685,-945.0845772679611,1.2372652072853827,2122.773846852237,1208.063869236775,-945.1745447762491,0.09532198036906608,-945.093901348479,-945.129815274737,0.05008331121148492,-945.0836326055794,0.09626598036906608,0.0,3.3517772237412995,0.2058924593925644,2158.3511016215157,0.08969011161034719,-0.29558257100291163,-0.11620234778221722,173.143,1147.6736399005895,14.0,0.08599723746935725,-0.2297649462009861,-0.05369272209114539,0.0210737618338186,-0.3583320438274571,1.9988167523667637,6.358332043827457,4.338448153443493,-0.04270126180943466,110.84291031313492,56.18600686734112,0.021150899851019065,-0.33454184054987646,1.9988167523667637,6.334541840549877,4.314574188332094,0.6376201701888052,1.3719488275987008,0.23199861406108002,0.05302427603440092,0.8237815495699885,1.9991600000000003,5.176218450430012,3.124034174395611,0.24008696912371863,79.12984775560109,38.504428905804104,0.05298961434956326,0.8314688161373347,1.999156623816618,5.168531183862666,3.116381569513102,0.5043030952411491,-0.7877121672601183,-0.22361762564230397,0.010377395117491622,-0.5991974140989946,1.9997233761833821,8.599197414098995,6.589090018981503,-0.21476193324981047,523.8065812060798,-47.7379693978464,0.010373890383964184,-0.5919996273244356,1.99973,8.591999627324437,6.581895736940471,0.37211767939015306,-0.7512363237292484,-0.19368800110516507,0.009930642750727903,-0.7048846078621271,1.9996900000000002,8.704884607862127,6.695263965111399,-0.18936962372045707,168.25226497217187,158.16937782928116,0.009960642750727902,-0.7011734239994617,1.9996900000000002,8.701173423999462,6.691522781248734,0.38395704710506134
Cc1ccc2cccc(N)c2n1.O=C(O)c1ccc2c(c1)OC(F)(F)O2,-495.665637,4.9351,1982.2722,1312.559,-495.847119508,0.190566,-495.675542,-495.710632,0.14557,-495.664693,0.19151,0.0,1.2553,0.119435,1991.7905,0.077865,-0.1973,-0.04157,158.2024,1137.551,22.0,0.180661,-0.736742,-0.003146,0.01057,-0.66326,1.99925,7.66326,5.65344,-0.095204,50.4491,201.4408,0.01077,-0.80521,1.99926,7.80521,5.79518,0.39938640654499685,-806.5348434823582,1.969891157451168,3095.470873431594,1119.1380945921815,-806.6483990026127,0.12728822152749691,-806.5451966306387,-806.5824792974541,0.07965240643148375,-806.5338994823582,0.1282322215274969,0.0,1.7661753474876365,0.16477962259967094,3080.158108181531,0.10239258374311522,-0.26717220634278616,-0.062387038856555756,202.114,1210.3896528426812,18.0,0.11693555471196052,-0.28625170388409493,-0.12629155560205754,0.021184073247020114,-0.16229630638635464,1.99887,6.162296306386354,4.142242233139334,-0.13815995712084073,149.4417962035102,69.82637373797803,0.01776370254582816,-0.18665371147801094,1.998824814649404,6.186653711478011,4.170060008932182,0.6403980891414122,1.3486174421617756,0.19694889504217034,0.05406963376489944,0.7614785350595977,1.99926,5.238521464940402,3.185196645824907,0.24339856275092503,81.03203354206306,34.01360232236753,0.05303148280476782,0.8473896292988081,1.9992299999999998,5.152610370701192,3.1003488878964243,0.5132857764035882,-0.7960774211664641,-0.2646395323815035,0.010844814649404023,-0.6454299955339086,1.99973,8.64542999553391,6.634859995533908,-0.23368733407924253,530.124803929068,-40.8560972763085,0.010214443948212068,-0.6109314604743108,1.999724814649404,8.61093146047431,6.6009870165260995,0.379909288710893,-0.7541255417649774,-0.21647985618717525,0.009860370701191955,-0.724385917820797,1.99969,8.724385917820797,6.714830732470201,-0.19806082938750563,162.42937999034993,159.18853961625948,0.009614443948212066,-0.7064989146929725,1.99969,8.706498914692972,6.69719447074476,0.3876186100779697
